Title,Company,Location,Link
인사기획(8~12년) - 국내대기업 계열사,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741681
의료기기 해외영업/마케팅 (3년이상) - 의료기기 기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741756
영상처리 알고리즘 개발  (3년 이상) - 국내중견 의료기기 업체,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741764
국내 유망스타트업에서 CTO(Chief Technology Officer)를 모십니,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38745451
영상기기 SW 개발  (3년 이상) - 국내중견 의료기기 업체,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741797
경영기획(2 ~ 3년) - 국내 미디어 선두기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741925
Front-End 개발  (2년 이상) - 인공지능 의료 소프트웨어 기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38742216
"윤리경영 (대리-과장급) - 반도체, 디스플레이 특수 화학소재",(주) 잡뉴스솔로몬서치,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38742608
ASIC 설계 전문가 초빙,(주)잡뉴스솔로몬서치,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38730991
AI 전문가 초빙,(주)잡뉴스솔로몬서치,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38730999
세라믹 합성 개발 전문가 초빙,(주)잡뉴스솔로몬서치,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731035
기계 엔지니어(8년이상) - 로봇 스타트업기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741889
경영기획(3 ~ 8년) - 의료 SW 기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741736
"[머신러닝, 검색랭킹 개발] - 대기업 계열사",(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38704373
지주사 경영기획팀 (관련 경력 10년 전후 : SR /JR 각2명 ),(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38760353
[네트워크 솔루션 엔지니어-SE] - 외국계 회사,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38704430
엔진 무빙 설계 전문가 초빙,(주)잡뉴스솔로몬서치,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38755024
엔진 흡/배기 설계 전문가 초빙,(주)잡뉴스솔로몬서치,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38755036
[온라인 PB 브랜드 상품기획 MD] - 커머스 회사,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38763495
"[유망 기술강소기업] PPE 제품 마케팅 기획,관리 경력자 채용",(주)에이치알그룹,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38751849
[종로/본사] 대림산업 행정사무직 채용(회계경력우대),동호에이치알(주),서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38678806
테스트 엔지니어(8년이상) - 로봇 스타트업기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741870
UX 디자인 팀장(8년이상) -플랫폼기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38742074
[앱 서비스 플랫폼 개발] java - 대기업 계열사,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38749296
"[결제, payment 서비스기획] - 대기업 계열사",(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38704526
[생활용품 직매입 MD] - 커머스 회사,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38763452
Back-end 개발  (2년 이상) - 인공지능 의료 소프트웨어 기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38742243
웹 개발(Java/Jsp/Ajax/Spring) 경력직 채용,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38716010
일본계 기업: 경리 경력사원 모집,㈜포켓몬코리아,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38596303
[아지앙스코리아] 경력직 디지털 프로젝트 매니저,아지앙스코리아㈜,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38528428
S/W Engineer 초빙,(주)잡뉴스솔로몬서치,경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38755253
로봇 SW 개발자 (5년이상) - 로봇기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741774
교육담당자 (5~8년) - 국내 중견 유통기업,(주)에이치알그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38741807
[아지앙스코리아] 경력직 UX 프로젝트 매니저 채용,아지앙스코리아㈜,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38761136
[대리-과장급] 컨텐츠기획 실무자,(주)유비소시어스,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38755624
자동화설비 전장엔지니어 채용,(주)신암,경남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38465637
범진전자 연구소 기구/소프트/음향개발 경력직 인력 모집,범진전자(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38691043
국내/글로벌 No.1 DB설계 도구인 erwin 엔지니어 모집,(주)소프트베르크,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38668166
범진시엔엘 품질팀 신입 및 경력 인력 모집,범진전자(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38721248
구매팀 전략구매 담당 경력자 모집,범진전자(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38736348
범진 Unit개발 신입사원 모집,범진전자(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38699697
자동화설비 제작 엔지니어 경력자 채용,(주)신암,경남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38465644
자동화설비 제작 PM 경력자 채용,(주)신암,경남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38465626
구매팀 물류&무역 담당자 채용,범진전자(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38633259
범진전자 연구소 running / 회로개발 경력직 인력 모집,범진전자(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38691028
재무회계(원가관리) 담당자 채용,범진전자(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38665003
LMFriends에서 컨텐츠 기획 및 바이럴마케팅 경력직을 찾습니다,(주)엘엠프랜즈,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38549233
Logistics Operator 물류 오퍼레이터,GSDK,전남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38601424
온라인 광고대행사 영업(AE) 신입사원 모집,(주)와이마케팅그룹,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38737047
ESS PCS 제어 전력기기 설계 분석,HR컨설팅(주),서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731282
2차전지 Cell 개발 경력(그룹사),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731290
SAP 모듈(CO BC) 운영(그룹사),HR컨설팅(주),서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731297
전지 전극와인더 개발 엔지니어(그룹사),HR컨설팅(주),서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731306
자동차용 제어기 Application S/W 설계,HR컨설팅(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731281
시스템개발(물류제어시스템 MCS) 엔지니어,HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731291
Sales Representative (대전),바이엘코리아,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38698845
대기업 두바이법인 물류운영 대리과장급,HR컨설팅(주),아시아·중동,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38750338
폴리머전지 Cell설계 개발(경력),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731287
CAE 열유동해석 및 TMS 설계연구원(그룹사),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731296
차부품(Pack) CAD 설계 및 개발(그룹사),HR컨설팅(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731311
2차전지 원형전지 개발 경력(그룹사),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731284
MES 시스템개발 엔지니어(그룹사),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731293
ESS 제어 알고리즘 개발 경력(그룹사),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731300
Motion 제어 및 Web 제어(UMAC 등) 개발(그룹사),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731308
"양극활물질, 바인더 슬러리 믹싱 경력(그룹사)",HR컨설팅(주),울산전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731283
차 제어 Basic S/W 설계(그룹사),HR컨설팅(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731301
Vision 검사 영상처리 알고리즘 개발(그룹사),HR컨설팅(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731309
AI/Big Data 연구원(그룹사),HR컨설팅(주),충남,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731315
글로벌컨설팅펌 IT Consultant 사원부장급,HR컨설팅(주),서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38722955
[메디테라피] 100배 성장 하실분을 찾습니다.,(주)메디테라피,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38698628
대기업 두바이법인 온라인 Product Manager 사원말과장급,HR컨설팅(주),아시아·중동,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38750284
방송솔루션 기업 C / C++ 개발자 사원대리초,HR컨설팅(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38750306
대기업 브라질법인 물류 운영 사원말과장급,HR컨설팅(주),남미,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38750332
대기업 사우디법인 SCM Coordinator 사원말과장초,HR컨설팅(주),아시아·중동,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38750360
2020년 경력사원 공개채용 (마케팅운영),(주)그린위치,서울,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38502969
Sr. Executive Assistant (임원비서/영어 상),쿠팡풀필먼트서비스(유),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38748044
자동차용 제어기 H/W 설계 개발(그룹사),HR컨설팅(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731286
배터리 바인더 개발 경력(그룹사),HR컨설팅(주),경기,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38731304
대기업 세네갈법인 SCM Coordinator 사원급,HR컨설팅(주),아프리카,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38722939
글로벌컨설팅펌 HCM Consultant 대리과장급,HR컨설팅(주),서울전체,http://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=38722953
